ID,END_DATE,START_DATE,AGENDA_TITLE,AGENDA,MP3,ORDINANCES,MINUTES,RESOLUTIONS,OTHER
286,2014-03-19,,"March 19, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6386081/File/Document/"" title=""Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6385496"" title=""March 19, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:3/19/2014 to 3/23/2014+And+recSchedule:2001-07"" title=""Ordinances from March 19, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6965040/File/Document/"" title=""Minutes from June 19, 2014 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:3/19/2014 to 3/23/2014"" title=""Resolutions from March 19, 2014 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:3/19/2014 to 3/23/2014"" title=""Other documents from March 19, 2014 Council Meeting"">other</a>"
287,2014-03-26,,"March 26, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6395525/File/Document/"" title=""March 26, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6395709/"" title=""March 26, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:3/26/2014 to 3/29/2014+And+recSchedule:2001-07"" title=""Ordinances from March 26, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6965042/File/Document/"" title=""Minutes from March 26, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:3/26/2014 to 3/29/2014"" title=""Other documents from March 26, 2014 Council Meeting"">other</a>"
288,2014-04-02,,"April 2, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6468960/File/Document/"" title=""April 2, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6469418"" title=""April 2, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:4/2/2014 to 4/6/2014+And+recSchedule:2001-07"" title=""Ordinances from April 2, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6965044/File/Document/"" title=""Minutes from April 2, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:4/2/2014 to 4/6/2014"" title=""Other documents from April 2, 2014 Council Meeting"">other</a>"
289,2014-04-16,,"April 16, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6588978/File/Document/"" title=""April 16, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6589128/"" title=""April 16, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:4/16/2014 to 4/20/2014+And+recSchedule:2001-07"" title=""Ordinances from April 16, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6943405/File/Document/"" title=""Mniutes from April 16, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:4/16/2014 to 4/20/2014"" title=""Other documents from April 16, 2014 Council Meeting"">other</a>"
290,2014-04-23,,"April 23, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6643361/File/Document/"" title=""April 23, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6643363/"" title=""April 23, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:4/23/2014 to 4/27/2014+And+recSchedule:2001-07"" title=""Ordinances from April 23, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6965046/File/Document/"" title=""Minutes from April 23, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:4/23/2014 to 4/27/2014"" title=""Other documents from April 23, 2014 Council Meeting"">other</a>"
291,2014-04-30,,"April 30, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6705133/File/Document/"" title=""April 30, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6708246/"" title=""April 30, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:4/30/2014 to 5/4/2014+And+recSchedule:2001-07"" title=""Ordinances from April 30, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6965047/File/Document/"" title=""Minutes from April 30, 2014 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:4/30/2014 to 5/4/2014"" title=""Resolutions from April 30, 2014 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:4/30/2014 to 5/4/2014"" title=""Other documents from April 30, 2014 Council Meeting"">other</a>"
292,2014-05-07,,"May 7, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6729242/File/Document/"" title=""May 7, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6727786/"" title=""May 7, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:5/7/2014 to 5/11/2014+And+recSchedule:2001-07"" title=""Ordinances from May 7, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7012990/File/Document/"" title=""Minutes from May 7, 2014 Council Meeting"">minutes </a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:5/7/2014 to 5/11/2014"" title=""Resolutions from May 7, 2014 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:5/7/2014 to 5/11/2014"" title=""Other documents from May 7, 2014 Council Meeting"">other</a>"
293,2014-05-14,,"May 14, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6745804/File/Document/"" title=""May 14, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6745991/"" title=""May 14, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:5/14/2014 to 5/18/2014+And+recSchedule:2001-07"" title=""Ordinances from May 14, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7012993/File/Document/"" title=""Minutes from May 14, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:5/14/2014 to 5/18/2014"" title=""Other documents from May 14, 2014 Council Meeting"">other</a>"
294,2014-07-02,,"July 2, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6860565/File/Document/"" title=""July 2, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6874072"" title=""July 2, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:7/2/2014 to 7/6/2014+And+recSchedule:2001-07"" title=""Ordinances from July 2, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7321031/file/document"" title=""Minutes from July 2, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:7/2/2014 to 7/6/2014"" title=""Other documents from July 2, 2014 Council Meeting"">other</a>"
295,2014-07-16,,"July 16, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6872403/File/Document/"" title=""July 16, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6874190/"" title=""July 16, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:7/16/2014 to 7/20/2014+And+recSchedule:2001-07"" title=""Ordinances from July 16, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7321035/file/document"" title=""Minutes from July 16, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:7/16/2014 to 7/20/2014"" title=""Other documents from July 16, 2014 Council Meeting"">other</a>"
296,2014-08-06,,"August 6, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6908609/File/Document/"" title=""August 6, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6907681/"" title=""August 6, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:8/6/2014 to 8/10/2014+And+recSchedule:2001-07"" title=""Ordinances from August 6, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7321039/file/document"" title=""Minutes from August 6, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:8/6/2014 to 8/10/2014"" title=""Other documents from August 6, 2014 Council Meeting"">other</a>"
297,2014-08-13,,"August 13, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6924555/File/Document/"" title=""August 13, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6924374/"" title=""August 13, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:8/13/2014 to 8/17/2014+And+recSchedule:2001-07"" title=""Ordinances from August 13, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7323597/file/document"" title=""Minutes for August 13, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:8/13/2014 to 8/17/2014"" title=""Other documents from August 13, 2014 Council Meeting"">other</a>"
298,2014-08-20,,"August 20, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6930867/File/Document/"" title=""August 20, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6931597/"" title=""August 20, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:8/20/2014 to 8/24/2014+And+recSchedule:2001-07"" title=""Ordinances from August 20, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7321041/file/document"" title=""Minutes from August 20, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:8/20/2014 to 8/24/2014"" title=""Other documents from August 20, 2014 Council Meeting"">other</a>"
299,2014-09-03,,"September 3, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6954428/File/Document/"" title=""September 3, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6954788/"" title=""September 3, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:9/3/2014 to 9/7/2014+And+recSchedule:2001-07"" title=""Ordinances from September 3, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7321043/file/document"" title=""Minutes from September 3, 2014 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:9/3/2014 to 9/7/2014"" title=""Other documents from September 3, 2014 Council Meeting"">other</a>"
300,2014-09-10,,"September 10, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6964309/File/Document/"" title=""September 10, 2014"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6964720/"" title=""September 10, 2014 Council Meeting Recordings"">audio</a>",,"<a href=""http://efiles.portlandoregon.gov/Record/7321044/file/document"" title=""Minutes from September 10, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:9/10/2014 to 9/14/2014"" title=""Other documents from September 10, 2014 Council Meeting"">other</a>"
301,2014-09-17,,"September 17, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6983923/File/Document/"" title=""September 17, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6985214/"" title=""September 17, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:9/17/2014 to 9/21/2014+And+recSchedule:2001-07"" title=""Ordinances from September 17, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7321045/file/document"" title=""Minutes from September 17, 2014 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:9/17/2014 to 9/21/2014"" title=""Resolutions from September 17, 2014 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:9/17/2014 to 9/21/2014"" title=""Other documents from September 17, 2014 Council Meeting"">other</a>"
302,2014-09-24,,"September 24, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6997955/File/Document/"" title=""September 24, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6996765/"" title=""September 24, 2014 Council Meeting Recording"">audio</a>",,"meeting 
 rescheduled",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:9/24/2014 to 9/28/2014"" title=""Other documents from September 24, 2014 Council Meeting"">other</a>"
303,2014-10-01,,"October 1, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/7006694/File/Document/"" title=""October 1, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/7008452/"" title=""October 1, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/1/2014 to 10/5/2014+And+recSchedule:2001-07"" title=""Ordinances from October 1, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7321047/file/document"" title=""Minutes from October 1, 2014 Council Meetings"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/1/2014 to 10/5/2014"" title=""Other documents from October 1, 2014 Council Meeting"">other</a>"
304,2014-10-08,,"October 8, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/7011387/File/Document/"" title=""October 8, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/7011647/"" title=""October 8, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/8/2014 to 10/12/2014+And+recSchedule:2001-07"" title=""Ordinances from October 8, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7321048/file/document"" title=""Minutes from October 8, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/8/2014 to 10/12/2014"" title=""Other documents from October 8, 2014 Council Meeting"">other</a>"
305,2014-10-22,,"October 22, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/7026900/File/Document/"" title=""October 22, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/7035778/"" title=""October 22, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/22/2014 to 10/26/2014+And+recSchedule:2001-07"" title=""Ordinances from October 22, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/7321050/file/document"" title=""Minutes from October 22, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/22/2014 to 10/26/2014"" title=""Other documents from October 22, 2014 Council Meeting"">other</a>"
